lyrics,genre
sing song sing song sing song belong seek no_one go no_one ever hear_the song boy send wing might might skin bone smile read roll stone sing sing sing song sing song sing song belong oh take sin today set ear ring you_hear the_people sing sing song sing song sing song belong oh last time_i saw burn turn sing sing sing song sing song sing song belong oh sing song sing song sing song belong oh,rock
demon dog look_for the_truth voice to_come you_want flesh the_night eye shot full_of ask i_take head hey demon dog drive look_for the_truth search_for look_for sign,rock
make_a man a_man thing would your_heart your_heart it_feel like inside keep alive set i_would give touch skin would burn year desire desire make_a woman a_man sit foot let_you it_feel like inside keep alive set i_would give touch skin would burn year desire desire men spend life never cross my_mind always my_mind,alternative rock
your_love get_a hold_on hey_hey like_a walk cloud rise thought like_the secret body feeling you_get to_get feel_the love cause_i like_it help i_need oh_yeah get_a hold_on help i_need yeah take_a deep let go far wish look mind body come together one play safe gonna you_need start cause_i like_it,electronic
never see_the sky get_to something mind foot sad go go i_think you_come heaven save soul men make bad thing take love need little little five people spread spread a_little i_think you_come heaven save u i_think you_come take u the_world tonight fire bright keep warm u save land the_world today one pray wish to_see see_the white stone you_take money you_take money i_know i_think you_come heaven save u i_think you_come take u,electronic
you_know feeling something right fool need blind the_light ask stranger lead show_you the_way something to_say alive alive alive so_much bad time waste look get so_much go u look make reach new let love show the_way leave past behind love make_you blind we_know alive,rock
come the_night yeah come the_night oh_yeah come the_night right walk the_street girl another guy arm around like_it want_to die yeah come the_night yeah come the_night yeah come the_night go funny look good together wonder choose let yeah come the_night yeah come the_night yeah come the_night,pop rock
i_know goin be_go the_wind carry turn baby song turn night light baby baby go i_know happen be_go i_never baby wrong turn song turn night light baby baby go i_know goin soon be_go the_wind carry turn baby baby song turn night light baby baby go,rock
get_the get_the get_the bone get nothing though watch kid grow watch wait_for big deal dream take_my dream turn_to turn_to turn_to round clean sky let_the leave make tell take_my dream,rock
the_time never fit miss piece to_take together you_make fall the_future look the_light shine head pass to_go beyond reach your_soul love_be my_heart tell_me hold faith fly the_power keep love alive make loud true i_wanna tell the_world you_make loud clear thing happen carry home take_me the_way heaven never leave_me alone everything just_like everything matter matter,pop
smile desire cold lonely place oh_yeah get flame fire lose yesterday oh_yeah gonna_be a_long long long time til smile gonna_be a_long long long time til hold_you the_night gonna_be a_long long time lookin outside i_feel rain lonely night oh_yeah lose_my mind my_soul feel girl light oh_yeah gonna_be a_long long long time til smile gonna_be a_long long long time til hold_you the_night gonna_be a_long long time,pop
come the_rain break_the silence make_me forget breath the_night inside help beyond side fear felt strong stop feeling apart show wait_for hold hand sign much strong never return,rock
city street cross star get lose dance like_the the_light the_sun follow end mountain cross sign get lose dance like_the the_light the_sun follow end,alternative rock
yeah come bitch fly nigga fly the_street die bitch bout yo shit u bleed put yo like_a roll take_a the_truth nigga cannot touch a_new lord power drug lord love the_way love war gotta cause full_of like_i smoke feel_the flow drop stop goin body feel we_get town see_the fuck around game nigga i_get stick em steal chain brain i_feel pain back gon take the_world know fuck u like_a gotta keep_it no_one u true real bitch ride u like_a gotta keep_it no_one u true real bitch ride u,hip hop
baby meet peace set to_get fine inside something go_on something hold_me close i_feel pain every beat my_heart we_get something go_on love_be blind love feel need ride together heart one love another heart no_one away another world heart one lover another heart love go nothing you_get no_one you_walk the_night lose sight real thing,pop
see the_future see the_past i_gotta tell_you see dark stranger door look you_look act crazy cause stand still keep never see_the face your_heart begin race the_one see mind see brain try_to find reason even try_to hide just_like shadow breathe side,heavy metal
war i_tell love would_you say i_come lay my_life love_be lover choose to_fight brother the_world keep turn be_wait long life go_on the_night fall still stand strong the_fire burning the_morning still let your_heart stay strong oh yes let your_heart stay strong long live the_world you_feel watch baby die sign real,pop
talk too_much oh ask fool waste shoot the_wall you_get take_me lead the_way back_to house see go see come i_look tell_me gonna give_you help ooh care time wrong place first time_i hope last taste check pain cut felt like_a without shin the_time think cloud nowhere cut deep everywhere,rock
the_sound break rise take u the_shadow the_past step the_light deny place upon give_me broken give_me build lead make_you strong make_you believe one strong within cry blood flow,metal
wake_up house i_get i_get lose i_know way_to go hell end the_street talkin beat day find home rock let_it people walk right hop read please save u soul i_know find dark find home look_for the_door find home please find i_find the_door please find i_find,alternative rock
the_day cold see make gold dream fail the_one bad run i_wanna hide the_truth i_wanna inside nowhere hide still make come come you_feel heat look my_eye demon hide demon hide get close dark inside demon hide demon hide call the_last the_light fade crawl come call make wanna let_you hell though you_wanna hide the_truth still make come come,alternative rock
